,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Asunción de la Virgen,Asunción de la Virgen_lower,Asunción de la Virgen_upper,Asunción de la Virgen (Trasladado),Asunción de la Virgen (Trasladado)_lower,Asunción de la Virgen (Trasladado)_upper,Año nuevo,Año nuevo_lower,Año nuevo_upper,CFSDay,CFSDay_lower,CFSDay_upper,Día de la Constitución Española,Día de la Constitución Española_lower,Día de la Constitución Española_upper,Día de la Hispanidad,Día de la Hispanidad_lower,Día de la Hispanidad_upper,Día del Trabajador,Día del Trabajador_lower,Día del Trabajador_upper,Día del Trabajador (Trasladado),Día del Trabajador (Trasladado)_lower,Día del Trabajador (Trasladado)_upper,Epifanía del Señor,Epifanía del Señor_lower,Epifanía del Señor_upper,LPPDay,LPPDay_lower,LPPDay_upper,La Inmaculada Concepción,La Inmaculada Concepción_lower,La Inmaculada Concepción_upper,Navidad,Navidad_lower,Navidad_upper,Navidad (Trasladado),Navidad (Trasladado)_lower,Navidad (Trasladado)_upper,Openning,Openning_lower,Openning_upper,PN1,PN1_lower,PN1_upper,PN2,PN2_lower,PN2_upper,PN3,PN3_lower,PN3_upper,PN4,PN4_lower,PN4_upper,PN5,PN5_lower,PN5_upper,SuperSpike,SuperSpike_lower,SuperSpike_upper,Todos los Santos,Todos los Santos_lower,Todos los Santos_upper,Viernes Santo,Viernes Santo_lower,Viernes Santo_upper,VoucherDay,VoucherDay_lower,VoucherDay_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,2021-10-31,3618.330220124623,2425.961271154828,10297.335173480506,3618.330220124623,3618.330220124623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.8815180562224,2514.8815180562224,2514.8815180562224,3617.986357534216,3617.986357534216,3617.986357534216,-1103.104839477994,-1103.104839477994,-1103.104839477994,0.0,0.0,0.0,6133.211738180846
21,2021-11-01,3826.9311057932146,2519.8938272038554,10917.922774187622,3826.9311057932146,3826.9311057932146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0110660303067,619.0110660303067,619.0110660303067,3492.459505047834,3492.459505047834,3492.459505047834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3648.1527866492665,-3648.1527866492665,-3648.1527866492665,0.0,0.0,0.0,0.0,0.0,0.0,2854.214629520603,2854.214629520603,2854.214629520603,463.3177844288747,463.3177844288747,463.3177844288747,2390.896845091728,2390.896845091728,2390.896845091728,0.0,0.0,0.0,6681.145735313818
22,2021-11-02,4464.283891431348,4698.263566333092,12760.534931212671,4464.283891431348,4464.283891431348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.2401694804034,2293.2401694804034,2293.2401694804034,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.4145147520485,4438.4145147520485,4438.4145147520485,2167.7133169940216,2167.7133169940216,2167.7133169940216,2270.7011977580273,2270.7011977580273,2270.7011977580273,0.0,0.0,0.0,8902.698406183397
23,2021-11-03,5101.636677069478,1456.624263972633,9856.595809051696,5101.636677069478,5101.636677069478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.3053386108907,806.3053386108907,806.3053386108907,0.0,0.0,0.0,806.3053386108907,806.3053386108907,806.3053386108907,0.0,0.0,0.0,5907.942015680368
24,2021-11-04,5738.989462707613,10980.018160491474,18669.867219139996,5738.989462707613,5738.989462707613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.66561597767704,-45.66561597767704,-45.66561597767704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7662.98553195492,7662.98553195492,7662.98553195492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9048.833231945033,9048.833231945033,9048.833231945033,7617.319915977242,7617.319915977242,7617.319915977242,1431.5133159677896,1431.5133159677896,1431.5133159677896,0.0,0.0,0.0,14787.822694652645
25,2021-11-05,6376.342248345743,4088.6865401181526,11880.711314189044,6376.342248345743,6376.342248345743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.8024614399952,-395.8024614399952,-395.8024614399952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.3603745683075,371.3603745683075,371.3603745683075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,-832.1790348485923,-832.1790348485923,-832.1790348485923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.838090682947,1633.838090682947,1633.838090682947,2761.365235813936,2761.365235813936,2761.365235813936,-1127.5271451309893,-1127.5271451309893,-1127.5271451309893,0.0,0.0,0.0,8010.1803390286905
26,2021-11-06,7013.695033983876,-2153.1392240827668,5682.692600694405,7013.695033983876,7013.695033983876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-340.382477241718,-340.382477241718,-340.382477241718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5134.694042539204,-5134.694042539204,-5134.694042539204,-465.9093297280999,-465.9093297280999,-465.9093297280999,-4668.784712811104,-4668.784712811104,-4668.784712811104,0.0,0.0,0.0,1879.0009914446719
27,2021-11-07,7651.047819622008,2524.57449661267,10408.94475445318,7651.047819622008,7651.047819622008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.1048394744787,-1103.1048394744787,-1103.1048394744787,0.0,0.0,0.0,-1103.1048394744787,-1103.1048394744787,-1103.1048394744787,0.0,0.0,0.0,6547.94298014753
28,2021-11-08,8288.40060526014,11915.108650881442,20195.699486998656,8288.40060526014,8288.40060526014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.2886421629232,1690.2886421629232,1690.2886421629232,7699.171844789655,7699.171844789655,7699.171844789655,5308.27499969714,5308.27499969714,5308.27499969714,2390.8968450925154,2390.8968450925154,2390.8968450925154,0.0,0.0,0.0,15987.572450049794
29,2021-11-09,8925.764004883786,7920.205892558523,15562.950415731442,8925.764004883786,8925.764004883786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0089504122411,870.0089504122411,870.0089504122411,3015.183295681996,3015.183295681996,3015.183295681996,744.4820979258592,744.4820979258592,744.4820979258592,2270.7011977561365,2270.7011977561365,2270.7011977561365,0.0,0.0,0.0,11940.947300565782
30,2021-11-10,9563.127404507433,9925.54327404596,17997.378725418133,9563.127404507433,9563.127404507433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4424.291696144467,4424.291696144467,4424.291696144467,3617.986357534216,3617.986357534216,3617.986357534216,806.3053386102505,806.3053386102505,806.3053386102505,0.0,0.0,0.0,13987.4191006519
31,2021-11-11,10200.49080413108,18252.48418845882,25605.148237349204,10200.49080413108,10200.49080413108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,4843.038360091452,4843.038360091452,4843.038360091452,0.0,0.0,0.0,0.0,0.0,0.0,5512.688730762782,5512.688730762782,5512.688730762782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11661.713554337144,11661.713554337144,11661.713554337144,10230.200238367852,10230.200238367852,10230.200238367852,1431.5133159692916,1431.5133159692916,1431.5133159692916,0.0,0.0,0.0,21862.204358468225
32,2021-11-12,10837.854203754727,7919.766606075785,15590.969076311081,10837.854203754727,10837.854203754727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5195.079287311158,-5195.079287311158,-5195.079287311158,0.0,0.0,0.0,0.0,0.0,0.0,6988.35629659476,6988.35629659476,6988.35629659476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.7498641520509,665.7498641520509,665.7498641520509,1793.2770092836026,1793.2770092836026,1793.2770092836026,-1127.5271451315525,-1127.5271451315525,-1127.5271451315525,0.0,0.0,0.0,11503.604067906777
33,2021-11-13,11475.217603378374,3301.295242276097,11359.518294723346,11475.217603378374,11475.217603378374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.9996698983962,787.9996698983962,787.9996698983962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3880.785042911882,-3880.785042911882,-3880.785042911882,787.9996698983962,787.9996698983962,787.9996698983962,-4668.7847128102785,-4668.7847128102785,-4668.7847128102785,0.0,0.0,0.0,7594.432560466492
34,2021-11-14,12112.581003002017,7153.1589354228245,15177.454143253375,12112.581003002017,12112.581003002017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.1048394912764,-1103.1048394912764,-1103.1048394912764,0.0,0.0,0.0,-1103.1048394912764,-1103.1048394912764,-1103.1048394912764,0.0,0.0,0.0,11009.47616351074
35,2021-11-15,12749.944402625668,15381.709454986749,23464.961509288554,12749.944402625668,12749.944402625668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0110660303067,619.0110660303067,619.0110660303067,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6627.894268651312,6627.894268651312,6627.894268651312,4236.997423564523,4236.997423564523,4236.997423564523,2390.8968450867887,2390.8968450867887,2390.8968450867887,0.0,0.0,0.0,19377.83867127698
36,2021-11-16,12521.262379282516,13185.794079247606,20867.208813980655,12521.262379282516,12521.262379282516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.2401694804034,2293.2401694804034,2293.2401694804034,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.414514748267,4438.414514748267,4438.414514748267,2167.7133169940216,2167.7133169940216,2167.7133169940216,2270.701197754245,2270.701197754245,2270.701197754245,0.0,0.0,0.0,16959.67689403078
37,2021-11-17,12292.580355939372,8971.977954627006,17143.899735971314,12292.580355939372,12292.580355939372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.3053386110226,806.3053386110226,806.3053386110226,0.0,0.0,0.0,806.3053386110226,806.3053386110226,806.3053386110226,0.0,0.0,0.0,13098.885694550394
38,2021-11-18,12063.898332596222,13495.23382217996,21398.98982396499,12063.898332596222,12063.898332596222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.3603745683075,371.3603745683075,371.3603745683075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.860048068411,5420.860048068411,5420.860048068411,3989.3467321025237,3989.3467321025237,3989.3467321025237,1431.5133159658876,1431.5133159658876,1431.5133159658876,0.0,0.0,0.0,17484.758380664633
39,2021-11-19,11835.216309253074,6196.78067666798,14165.382134386462,11835.216309253074,11835.216309253074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-340.382477241718,-340.382477241718,-340.382477241718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1593.4364748645273,-1593.4364748645273,-1593.4364748645273,-465.9093297280999,-465.9093297280999,-465.9093297280999,-1127.5271451364272,-1127.5271451364272,-1127.5271451364272,0.0,0.0,0.0,10241.779834388546
40,2021-11-20,11606.534285909926,3085.4671103675973,10834.88349519055,11606.534285909926,11606.534285909926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4668.784712810885,-4668.784712810885,-4668.784712810885,0.0,0.0,0.0,-4668.784712810885,-4668.784712810885,-4668.784712810885,0.0,0.0,0.0,6937.74957309904
41,2021-11-21,11377.852262566777,6193.698465822982,14359.006716583748,11377.852262566777,11377.852262566777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.104839487761,-1103.104839487761,-1103.104839487761,0.0,0.0,0.0,-1103.104839487761,-1103.104839487761,-1103.104839487761,0.0,0.0,0.0,10274.747423079016
42,2021-11-22,11149.170239223628,14826.651348416895,22600.854740278515,11149.170239223628,11149.170239223628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.2886421629232,1690.2886421629232,1690.2886421629232,7699.171844784715,7699.171844784715,7699.171844784715,5308.27499969714,5308.27499969714,5308.27499969714,2390.896845087576,2390.896845087576,2390.896845087576,0.0,0.0,0.0,18848.34208400834
43,2021-11-23,10293.44099699291,9160.176683419715,17118.431411328187,10293.44099699291,10293.44099699291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.52685248638198,-125.52685248638198,-125.52685248638198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0089504122411,870.0089504122411,870.0089504122411,3015.1832956782127,3015.1832956782127,3015.1832956782127,744.4820979258592,744.4820979258592,744.4820979258592,2270.7011977523534,2270.7011977523534,2270.7011977523534,0.0,0.0,0.0,13308.624292671122
44,2021-11-24,9437.711754762186,13572.155561146092,21949.984076154262,9437.711754762186,9437.711754762186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7662.98553195492,7662.98553195492,7662.98553195492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8469.29087056445,8469.29087056445,8469.29087056445,7662.98553195492,7662.98553195492,7662.98553195492,806.3053386095297,806.3053386095297,806.3053386095297,0.0,0.0,0.0,17907.002625326633
45,2021-11-25,8581.982512531467,13225.241776422306,21177.81289087816,8581.982512531467,8581.982512531467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.3603745683075,371.3603745683075,371.3603745683075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6830.806497106327,6830.806497106327,6830.806497106327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8633.680187642025,8633.680187642025,8633.680187642025,7202.166871674634,7202.166871674634,7202.166871674634,1431.51331596739,1431.51331596739,1431.51331596739,0.0,0.0,0.0,17215.662700173492
46,2021-11-26,7726.25327030075,23496.651688263544,31309.459344955627,7726.25327030075,7726.25327030075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-340.382477241718,-340.382477241718,-340.382477241718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.1790348485923,-832.1790348485923,-832.1790348485923,0.0,0.0,0.0,0.0,0.0,0.0,16698.816836981852,16698.816836981852,16698.816836981852,5512.688730762782,5512.688730762782,5512.688730762782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19911.41691053285,19911.41691053285,19911.41691053285,21038.944055654323,21038.944055654323,21038.944055654323,-1127.5271451214705,-1127.5271451214705,-1127.5271451214705,0.0,0.0,0.0,27637.6701808336
47,2021-11-27,6870.524028070032,6178.09409935764,13900.740768696267,6870.524028070032,6870.524028070032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3617.986357534216,3617.986357534216,3617.986357534216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2554.0608098658636,-2554.0608098658636,-2554.0608098658636,6988.35629659476,6988.35629659476,6988.35629659476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.4971314516224,3383.4971314516224,3383.4971314516224,8052.281844263112,8052.281844263112,8052.281844263112,-4668.784712811491,-4668.784712811491,-4668.784712811491,0.0,0.0,0.0,10254.021159521653
48,2021-11-28,6014.794785839308,4628.136433373979,13380.882860321428,6014.794785839308,6014.794785839308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3492.459505047834,3492.459505047834,3492.459505047834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.9996698983962,787.9996698983962,787.9996698983962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.3543354624067,3177.3543354624067,3177.3543354624067,4280.45917494623,4280.45917494623,4280.45917494623,-1103.1048394838233,-1103.1048394838233,-1103.1048394838233,0.0,0.0,0.0,9192.149121301714
