,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Asunción de la Virgen,Asunción de la Virgen_lower,Asunción de la Virgen_upper,Año nuevo,Año nuevo_lower,Año nuevo_upper,CFSDay,CFSDay_lower,CFSDay_upper,Día de la Constitución Española,Día de la Constitución Española_lower,Día de la Constitución Española_upper,Día de la Hispanidad,Día de la Hispanidad_lower,Día de la Hispanidad_upper,Día del Trabajador (Trasladado),Día del Trabajador (Trasladado)_lower,Día del Trabajador (Trasladado)_upper,Epifanía del Señor,Epifanía del Señor_lower,Epifanía del Señor_upper,LPPDay,LPPDay_lower,LPPDay_upper,La Inmaculada Concepción,La Inmaculada Concepción_lower,La Inmaculada Concepción_upper,Navidad (Trasladado),Navidad (Trasladado)_lower,Navidad (Trasladado)_upper,Openning,Openning_lower,Openning_upper,PN1,PN1_lower,PN1_upper,PN2,PN2_lower,PN2_upper,PN3,PN3_lower,PN3_upper,PN4,PN4_lower,PN4_upper,PN5,PN5_lower,PN5_upper,SuperSpike,SuperSpike_lower,SuperSpike_upper,Todos los Santos,Todos los Santos_lower,Todos los Santos_upper,Viernes Santo,Viernes Santo_lower,Viernes Santo_upper,VoucherDay,VoucherDay_lower,VoucherDay_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
20,2022-02-21,67080.64586699294,76924.16536798021,83671.92754863607,67080.64586699294,67080.64586699294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07560806429744174,0.07560806429744174,0.07560806429744174,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543006350248004,0.1543006350248004,0.1543006350248004,0.19763229339858623,0.19763229339858623,0.19763229339858623,0.04333165837378584,0.04333165837378584,0.04333165837378584,0.0,0.0,0.0,80337.94775234516
21,2022-02-22,67080.07640481593,77898.39776445918,84187.84082628174,67080.07640481593,67080.07640481593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05259978518954307,0.05259978518954307,0.05259978518954307,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14249062919334937,0.14249062919334937,0.14249062919334937,0.20907574451049316,0.20907574451049316,0.20907574451049316,0.06658511531714378,0.06658511531714378,0.06658511531714378,0.0,0.0,0.0,81104.89332097358
22,2022-02-23,67198.21458931845,66831.37138428295,73086.7900954893,67198.21458931845,67198.21458931845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.04401968968529443,0.04401968968529443,0.04401968968529443,0.032821416408846824,0.032821416408846824,0.032821416408846824,0.0,0.0,0.0,70156.25914294607
23,2022-02-24,67316.35277382098,70408.14583580455,76876.62772238073,67316.35277382098,67316.35277382098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.09743957875829787,0.09743957875829787,0.09743957875829787,0.018747008030939198,0.018747008030939198,0.018747008030939198,0.0,0.0,0.0,73875.62983164706
24,2022-02-25,67434.4909583235,63546.51695933261,69610.82719601429,67434.4909583235,67434.4909583235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,-0.014033549073604521,-0.014033549073604521,-0.014033549073604521,-0.02523182235005213,-0.02523182235005213,-0.02523182235005213,0.0,0.0,0.0,66488.14572020632
25,2022-02-26,67552.6292827049,61811.94270773237,68096.17166224186,67552.6292827049,67552.6292827049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,-0.03628611517305233,-0.03628611517305233,-0.03628611517305233,-0.114978685900411,-0.114978685900411,-0.114978685900411,0.0,0.0,0.0,65101.40679631016
26,2022-02-27,67670.76760708631,68548.2586183598,74935.63421259978,67670.76760708631,67670.76760708631,0.0,0.0,0.0,0.0,0.0,0.0,-0.008319411792832394,-0.008319411792832394,-0.008319411792832394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08157143221097389,0.08157143221097389,0.08157143221097389,0.06029674233031491,0.06029674233031491,0.06029674233031491,-0.021274689880658986,-0.021274689880658986,-0.021274689880658986,0.0,0.0,0.0,71751.09444478541
27,2022-02-28,67788.90593146771,76313.29071345039,82613.70813790729,67788.90593146771,67788.90593146771,0.0,0.0,0.0,0.0,0.0,0.0,0.0002134751541786348,0.0002134751541786348,0.0002134751541786348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041161540676206386,0.041161540676206386,0.041161540676206386,0.1312658598341913,0.1312658598341913,0.1312658598341913,0.17459751820810424,0.17459751820810424,0.17459751820810424,0.04333165837391294,0.04333165837391294,0.04333165837391294,0.0,0.0,0.0,79624.68066914463
28,2022-03-01,67907.0442558491,75731.70587196191,82225.26493322414,67907.0442558491,67907.0442558491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008826141790361374,0.008826141790361374,0.008826141790361374,0.09871698579416766,0.09871698579416766,0.09871698579416766,0.16530210111137064,0.16530210111137064,0.16530210111137064,0.06658511531720297,0.06658511531720297,0.06658511531720297,0.0,0.0,0.0,79132.2213516038
29,2022-03-02,67960.9232137819,67717.94817993339,74067.46966441591,67960.9232137819,67960.9232137819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.044019689685437666,0.044019689685437666,0.044019689685437666,0.032821416408990056,0.032821416408990056,0.032821416408990056,0.0,0.0,0.0,70952.54196438844
30,2022-03-03,68014.80217171469,94033.79930363706,100255.61656695885,68014.80217171469,68014.80217171469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10387218127216973,0.10387218127216973,0.10387218127216973,0.0,0.0,0.0,0.30575313753391264,0.30575313753391264,0.30575313753391264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096253188060824,0.4096253188060824,0.4096253188060824,0.4283723268370855,0.4283723268370855,0.4283723268370855,0.018747008031003116,0.018747008031003116,0.018747008031003116,0.0,0.0,0.0,97150.46123737616
31,2022-03-04,68068.68112964748,69294.15556404575,75445.12923062603,68068.68112964748,68068.68112964748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03303570315248056,0.03303570315248056,0.03303570315248056,0.0,0.0,0.0,0.05626137170288841,0.05626137170288841,0.05626137170288841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08929707485536897,0.08929707485536897,0.08929707485536897,0.06406525250526993,0.06406525250526993,0.06406525250526993,-0.02523182235009904,-0.02523182235009904,-0.02523182235009904,0.0,0.0,0.0,72429.51837391904
32,2022-03-05,68077.91758523574,63311.23357514044,69665.64112541465,68077.91758523574,68077.91758523574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01687380750582958,0.01687380750582958,0.01687380750582958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09556637823318825,0.09556637823318825,0.09556637823318825,-0.019412307667234684,-0.019412307667234684,-0.019412307667234684,-0.11497868590042294,-0.11497868590042294,-0.11497868590042294,0.0,0.0,0.0,66756.3681037265
33,2022-03-06,68087.15404082401,69738.50406081528,75731.39269440419,68087.15404082401,68087.15404082401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.06861615412324483,0.06861615412324483,0.06861615412324483,-0.021274689880561456,-0.021274689880561456,-0.021274689880561456,0.0,0.0,0.0,72759.03269630231
34,2022-03-07,68096.39049641228,68722.33332903335,74764.49125393634,68096.39049641228,68096.39049641228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.05452993165034397,0.05452993165034397,0.05452993165034397,0.04333165837389636,0.04333165837389636,0.04333165837389636,0.0,0.0,0.0,71809.68201581678
35,2022-03-08,68105.62695200053,74837.1679296119,81200.96827942973,68105.62695200053,68105.62695200053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.14527768604451347,0.14527768604451347,0.14527768604451347,0.06658511531715479,0.06658511531715479,0.06658511531715479,0.0,0.0,0.0,77999.85484219802
36,2022-03-09,68114.86340672779,73338.53786333957,79588.96306605298,68114.86340672779,68114.86340672779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.12271226041272977,0.12271226041272977,0.12271226041272977,0.03282141640892348,0.03282141640892348,0.03282141640892348,0.0,0.0,0.0,76473.39226307168
37,2022-03-10,68124.09986145503,76780.47660085629,82953.99205653908,68124.09986145503,68124.09986145503,0.0,0.0,0.0,0.0,0.0,0.0,-0.008319411792832394,-0.008319411792832394,-0.008319411792832394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.15256118300504745,0.15256118300504745,0.15256118300504745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15544004448866267,0.15544004448866267,0.15544004448866267,0.1741870525197323,0.1741870525197323,0.1741870525197323,0.018747008031069635,0.018747008031069635,0.018747008031069635,0.0,0.0,0.0,79990.43602188179
38,2022-03-11,68133.33631618229,65322.508292629194,71876.00357082018,68133.33631618229,68133.33631618229,0.0,0.0,0.0,0.0,0.0,0.0,0.0002134751541786348,0.0002134751541786348,0.0002134751541786348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03211288262480859,0.03211288262480859,0.03211288262480859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03232635777898722,0.03232635777898722,0.03232635777898722,0.0070945354288412775,0.0070945354288412775,0.0070945354288412775,-0.025231822350145948,-0.025231822350145948,-0.025231822350145948,0.0,0.0,0.0,68616.7106845626
39,2022-03-12,68142.5727603439,62522.84844455122,68798.14761027857,68142.5727603439,68142.5727603439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,-0.0362861151730442,-0.0362861151730442,-0.0362861151730442,-0.11497868590040287,-0.11497868590040287,-0.11497868590040287,0.0,0.0,0.0,65669.94351697451
40,2022-03-13,68151.8092045055,69560.58351225052,75733.60230737115,68151.8092045055,68151.8092045055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.06861615412329819,0.06861615412329819,0.06861615412329819,-0.021274689880508093,-0.021274689880508093,-0.021274689880508093,0.0,0.0,0.0,72828.12424866346
41,2022-03-14,68161.0456486671,74107.26259347137,80345.06854481602,68161.0456486671,68161.0456486671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.13322250237754363,0.13322250237754363,0.13322250237754363,0.04333165837373733,0.04333165837373733,0.04333165837373733,0.0,0.0,0.0,77241.6307146525
42,2022-03-15,68170.2820928287,70444.72702731618,76796.55106700282,68170.2820928287,68170.2820928287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.07778338859355421,0.07778338859355421,0.07778338859355421,0.0665851153171066,0.0665851153171066,0.0665851153171066,0.0,0.0,0.0,73472.7976353874
43,2022-03-16,68179.518526131,67281.2272804146,73689.8335743282,68179.518526131,68179.518526131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032821416408945085,0.032821416408945085,0.032821416408945085,0.032821416408945085,0.032821416408945085,0.032821416408945085,0.0,0.0,0.0,70417.26689423852
44,2022-03-17,68188.75495943331,73813.88193042591,80019.11629397396,68188.75495943331,68188.75495943331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10992520987066841,0.10992520987066841,0.10992520987066841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10992520987066841,0.10992520987066841,0.10992520987066841,0.12867221790158098,0.12867221790158098,0.12867221790158098,0.018747008030912567,0.018747008030912567,0.018747008030912567,0.0,0.0,0.0,76962.75329601103
45,2022-03-18,68197.99139273561,61137.14870471539,67247.07870326238,68197.99139273561,68197.99139273561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030831638464537185,-0.030831638464537185,-0.030831638464537185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030831638464537185,-0.030831638464537185,-0.030831638464537185,-0.056063460814809854,-0.056063460814809854,-0.056063460814809854,-0.025231822350272673,-0.025231822350272673,-0.025231822350272673,0.0,0.0,0.0,64374.57597464024
46,2022-03-19,68207.22772661361,62409.74871695335,69102.14913225349,68207.22772661361,68207.22772661361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07869257072735868,0.07869257072735868,0.07869257072735868,-0.03628611517308819,-0.03628611517308819,-0.03628611517308819,-0.11497868590044687,-0.11497868590044687,-0.11497868590044687,0.0,0.0,0.0,65732.25240568865
47,2022-03-20,68216.4640604916,69677.5981723836,76340.65163110293,68216.4640604916,68216.4640604916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.06861615412339572,0.06861615412339572,0.06861615412339572,-0.021274689880410563,-0.021274689880410563,-0.021274689880410563,0.0,0.0,0.0,72897.2154722194
48,2022-03-21,68225.70039436962,76941.5871477786,83386.08526668078,68225.70039436962,68225.70039436962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041161540676206386,0.041161540676206386,0.041161540676206386,0.13105238468001268,0.13105238468001268,0.13105238468001268,0.17438404305380525,0.17438404305380525,0.17438404305380525,0.043331658373792596,0.043331658373792596,0.043331658373792596,0.0,0.0,0.0,80123.17386931738
49,2022-03-22,68234.93672824762,76232.24520630704,82539.6046132479,68234.93672824762,68234.93672824762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08989084400380629,0.08989084400380629,0.08989084400380629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008826141790361374,0.008826141790361374,0.008826141790361374,0.09871698579416766,0.09871698579416766,0.09871698579416766,0.1653021011112261,0.1653021011112261,0.1653021011112261,0.06658511531705842,0.06658511531705842,0.06658511531705842,0.0,0.0,0.0,79514.31513861852
50,2022-03-23,68204.85895962016,68141.02732566446,74228.19577068293,68204.85895962016,68204.85895962016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119827327644761,0.01119827327644761,0.01119827327644761,0.04401968968529269,0.04401968968529269,0.04401968968529269,0.03282141640884508,0.03282141640884508,0.03282141640884508,0.0,0.0,0.0,71207.2156860518
51,2022-03-24,68174.78119099273,81516.61221235723,87655.00049332718,68174.78119099273,68174.78119099273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911847159123527,0.06911847159123527,0.06911847159123527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15256118300504745,0.15256118300504745,0.15256118300504745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22167965459628272,0.22167965459628272,0.22167965459628272,0.2404266626272618,0.2404266626272618,0.2404266626272618,0.018747008030979083,0.018747008030979083,0.018747008030979083,0.0,0.0,0.0,84565.81630808693
